SampleID;Transect;TransectX;x;Random;St_Larvae;YesNo;Depth;Depth_Bin;Velocity;VelocityBin;Froude;PhotoID;NCoverCL;Richness;Sper;SDI;TransectGroup;TGr;CoverCL;Cover_Class;Isonychiidae;Heptaginiidae;Perlidae;Perlodidae;Crayfish;Baetidae;Ephemerellidae;Hydropsychidae;Coenagrionidae;Gomphidae;Amphipoda;Lepidostomatidae;Thaumaleidae;Helicopsychidae;Chironomidae;Leptoceridae;Aeshnidae;Phryganeidae;Psephenidae;Elmidae;Athericidae;Philopotamidae;Brachycentridae;Caliopterygidae;Corydalidae;Diptera_sp;Glossosomatidae;Limnephilidae;Empididae;Pyralidae;Polycentropodidae;Simuliidae;Leptophlebiidae;Baetiscidae;Hydrophilidae;Annelida;Tabanidae;Odontoceridae;Ntot;EPTrichness;EPTN;SmoothBedrock;Fine;FMGravel;CoarseGravel;VeryCGravel;SmallCobble;LargeCobble;SAV;WoodDebris;InterSpace;Mussels;SubInd;Avg_Rock_Size;Med_Rock_Size;med_RS;Coeff_Var;Hyd;Lep;Eph;Hep;Elm;Iso;Bae;Bra;Gom;Chi
TS1;1,1;1;0;17;0;No;0,79;0,76-1,0;0,29;0,25-0,5;0,104171747;2873;6;1;0,03;0;One;1;Seven;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0,000229708;0,059274254;0,081507339;0,277702377;0,566445981;0;0;0;0,0148;0;0,054325106;18,0789;8,5975;8,5975;1,307234148;0;0;0;0;1;0;0;0;0;0
TS2;1,2;1;0;6;0;No;0,16;0-0,5;0,59;0,51-0,75;0,470931257;2874;6;1;0,03;0;One;1;Five;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0,021722083;0,107766417;0,555222417;0,267871667;0;0;0;0;0,018228083;0,029189333;0,046117023;11,4550039;7,125254154;7,125254154;1,019748396;0;0;0;0;0;0;0;0;0;0
TS3;2,1;2;20;12;3;Yes;0,82;0,76-1,0;0,63;0,51-0,75;0,222125859;2875;6;2;0,05;0,732;One;1;Five;5;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0,1625;0,2308;0,3179;0,1709;0;0;0;0,1179;0;0;0,038547;9,5;6,65;6,65;0,833597301;0;0;0;1;0;0;0;0;1;0
TS4;2,2;2;20;8;1;Yes;0,55;0,51-0,75;0,73;0,51-0,75;0,314272957;2876;5;5;0,13;1,55;One;1;Five;5;0;2;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;5;0;0,176037328;0,108289392;0,323779067;0,314121459;0,077772755;0;0;0;0;0;0,046174087;13,77443548;8,6625;8,6625;0,901875539;1;0;1;1;1;0;0;0;1;0
TS5;3,1;3;40;8;0;No;0,34;0-0,5;0,85;0,75-1,0;0,465419916;2877;5;4;0,11;1,332;One;1;Six;6;4;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;10;0;0,1221;0,0834;0,2225;0,3045;0,2675;0;0;0;0;0;0,049399;14,97;7,84;7,84;1,092072908;1;0;0;1;0;1;1;0;0;0
TS6;3,2;3;40;10;1;Yes;0,5;0-0,5;0,91;0,75-1,0;0,410886513;2878;7;6;0,16;1,538;One;1;Six;6;5;6;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;4;16;0;0,1382;0,1648;0,2149;0,3674;0,1083;0;0;0;0,0064;0;0,046351;6,22;3,26;3,26;1,379309953;1;0;0;1;1;1;0;0;0;0
TS7;4,1;4;60;13;0;No;0,72;0,51-0,75;0,6;0,51-0,75;0,22576182;2879;7;9;0,24;1,819;One;1;Six;6;1;5;0;0;0;2;10;7;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;5;25;0;0,0919;0,1642;0,1584;0,4836;0,0993;0;0;0;0;0,0026;0,047383;8,94;4,95;4,945;1,234670309;1;0;1;1;1;1;1;0;1;1
TS8;4,2;4;60;15;3;Yes;0,8;0,76-1,0;0,75;0,51-0,75;0,267720586;2880;6;9;0,24;2,048;One;1;Six;6;0;5;1;0;0;3;4;3;0;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6;18;0;0,1235;0,095;0,1117;0,3985;0,2713;0;0;0;0;0;0,049293;11,84;6,76;6,755;1,221618195;1;1;1;1;1;0;1;0;1;0
TS9;5,1;5;80;10;0;No;0,88;0,76-1,0;0,68;0,51-0,75;0,23143715;2881;8;6;0,16;1,519;One;1;Six;6;1;0;0;0;0;1;4;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;5;12;0;0,0737;0,1139;0,2573;0,3436;0,2044;0;0;0,0004;0,0067;0;0,049076;12,83;7,79;7,75;1,062361338;1;0;1;0;1;1;1;0;0;0
TS10;5,2;5;80;8;3;Yes;0,74;0,51-0,75;0,74;0,51-0,75;0,274651108;2882;7;9;0,24;1,84;One;1;Six;6;3;7;0;0;0;1;6;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;29;6;26;0;0,1212;0,1766;0,2898;0,3895;0;0;0;0;0,0046;0,0183;0,044665;7,38;4,13;4,115;1,203140225;1;0;1;1;1;1;1;0;0;0
TS11;6,1;6;100;12;0;No;1,16;1,01-1,5;0,49;0,25-0,5;0,145255499;2883;5;4;0,11;1,277;Two;2;Seven;7;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;7;0;0,0989;0,0899;0,1649;0,2699;0,3764;0;0;0;0;0;0,050887;15,82;9,38;9,38;1,028882197;0;0;1;1;0;1;0;0;0;0
TS12;6,2;6;100;13;0;No;1;0,76-1,0;0,53;0,51-0,75;0,169215977;2884;7;4;0,11;1,277;Two;2;Six;6;6;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;14;0;0,0818;0,0672;0,0894;0,5483;0,1821;0;0;0;0,0152;0,016;0,047953;16,85;9,65;9,8;1,001746358;1;0;0;1;0;1;0;0;0;0
TS13;7,1;7;120;12;3;Yes;0,46;0-0,5;0,87;0,75-1,0;0,409548965;2886;5;4;0,11;1,311;Two;2;Six;6;0;3;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;8;0;0;0,0747;0,2247;0,4312;0,2133;0;0;0;0,0561;0;0,048581;20,85;15,97;15,97;0,77755034;1;0;1;1;0;0;0;0;0;0
TS14;7,2;7;120;15;3;Yes;0,54;0,51-0,75;0,87;0,75-1,0;0,377996579;2887;5;6;0,16;1,677;Two;2;Seven;7;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;9;3;6;0;0;0,0476;0,0571;0,2083;0,647;0;0;0;0,04;0;0,053994;25,23;14,12;14,12;1,068213369;1;0;1;1;1;0;0;0;0;0
TS15;8,1;8;140;15;0;No;0,3;0-0,5;0,7;0,51-0,75;0,40804016;2888;7;6;0,16;1,748;Two;2;Six;6;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;7;4;5;0;0,25;0,0769;0,1578;0,33;0,1431;0;0;0,0422;0;0;0,043552;14,17;8,09;8,085;1,043717152;0;1;1;1;0;0;1;0;0;0
TS16;8,2;8;140;5;0;No;0,49;0-0,5;0,8;0,75-1,0;0,364886204;2889;1;7;0,18;1,615;Two;2;Two;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;15;3;5;0;1;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;1;1;1;0;0;0;0;1
TS17;9,1;9;160;8;0;No;0,56;0,51-0,75;0,78;0,75-1,0;0,332786795;2891;2;5;0,13;1,55;Two;2;One;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;3;4;0,8358;0,1642;0;0;0;0;0;0;0;0;0;0,004926;0;0;0;0;0;0;0;1;1;0;0;0;0;1
TS18;9,2;9;160;5;0;No;0,5;0-0,5;0,76;0,75-1,0;0,343157967;2892;2;6;0,16;1,558;Two;2;One;1;0;0;0;0;0;8;4;2;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;4;15;0,9632;0,0368;0;0;0;0;0;0;0;0;0;0,001104;0;0;0;0;1;0;1;0;1;0;1;0;0;1
TS19;10,1;10;180;6;0;No;0,52;0,51-0,75;0,67;0,51-0,75;0,296646089;2894;5;3;0,08;1,04;Two;2;Six;6;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;3;0;0,1015;0,15;0,1954;0,548;0;0;0;0;0,0051;0;0,046215;11,38;6,74;6,735;1,049608106;0;0;1;1;0;0;0;0;1;0
TS20;10,2;10;180;8;0;No;0,46;0-0,5;0,48;0,25-0,5;0,22595805;2895;5;7;0,18;1,617;Two;2;Eight;8;2;6;0;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;4;18;0;0,0794;0,1082;0,0298;0,3306;0;0,452;0;0;0;0;0,05637;14,08;8,22;8,225;1,384409547;1;0;1;1;1;1;0;0;1;0
TS21;11,1;11;200;5;0;No;0,68;0,51-0,75;0,65;0,51-0,75;0,251665913;2896;7;4;0,11;1,259;Three;3;Eight;8;2;8;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;18;0;0,0657;0,001;0,026;0,0875;0,3309;0,473;0;0;0,0159;0;0,06065;64,9;47,79;23,895;0,855179898;1;0;1;1;0;1;0;0;0;0
TS22;11,2;11;200;12;0;No;0,5;0-0,5;0,91;0,75-1,0;0,410886513;2897;5;8;0,21;1,985;Three;3;Six;6;3;0;3;0;0;1;2;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;18;5;13;0;0,2385;0,092;0,3204;0,3478;0;0;0;0,0013;0;0;0,044245;18,53;15,39;15,39;0,691950842;1;0;1;0;1;1;1;0;1;0
TS23;12,1;12;220;11;0;No;0,66;0,51-0,75;0,84;0,75-1,0;0,330120744;2898;8;9;0,24;1,654;Three;3;Seven;7;1;3;1;0;0;1;15;3;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;32;6;24;0;0,184;0,1476;0,3161;0,0642;0,2812;0;0;0,0051;0;0,0017;0,047311;10,61;7,19;7,1925;1,048618768;1;0;1;1;1;1;1;0;1;0
TS24;12,2;12;220;8;0;No;0,72;0,51-0,75;0,78;0,75-1,0;0,293490367;2899;7;9;0,24;1,993;Three;3;Six;6;1;4;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;4;0;0;0;16;6;10;0;0,1331;0,218;0,2709;0,2711;0,1047;0;0;0;0;0,0022;0,046095;11,15;7,54;7,5375;0,937143327;1;0;1;1;0;1;0;1;0;0
TS25;13,1;13;240;10;0;No;0,72;0,51-0,75;0,8;0,75-1,0;0,301015761;2900;8;9;0,24;1,722;Three;3;Two;2;0;0;0;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;13;1;0;3;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;32;4;15;0;0,3039;0,217;0,1291;0,229;0,1012;0;0;0,0111;0;0,0086;0,041774;10,19;8,08;8,04;0,877835862;1;0;1;0;1;0;0;1;1;0
TS26;13,2;13;240;9;0;No;0,7;0,51-0,75;0,67;0,51-0,75;0,255676775;2901;6;9;0,24;2,144;Three;3;Two;2;0;1;2;0;0;0;2;1;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;14;6;9;0;0,3092;0,1946;0,3022;0,1527;0;0;0;0,0048;0;0,0365;0,039805;11,52;8,73;8,73;0,692482715;1;1;1;1;0;0;0;0;0;1
TS27;14,1;14;260;4;0;No;0,78;0,76-1,0;0,06;0-0,25;0,021690494;2902;5;5;0,13;1,55;Three;3;Two;2;0;0;0;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;4;5;0;0,7367;0,0629;0;0;0;0;0;0,1989;0;0,0015;0,024617;5,54;5,19;5,19;0,499641284;1;1;0;0;0;0;1;0;0;0
TS28;14,2;14;260;19;0;No;0,92;0,76-1,0;0;0-0,25;0;2903;4;3;0,08;0,868;Three;3;Two;2;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;5;0;0,4573;0,2351;0,1482;0,1595;0;0;0;0;0;0;0,038508;9,69;7,53;7,53;0,72254845;0;0;0;1;0;0;1;0;1;0
TS29;15,1;15;280;9;2;Yes;1,38;1,01-1,5;0,53;0,51-0,75;0,144046206;2904;5;9;0,24;1,773;Three;3;Eight;8;0;3;0;1;0;1;1;2;0;1;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;6;9;0;0;0,1148;0,1639;0,2937;0;0,3663;0;0;0,0613;0;0,053113;14,74;9,48;9,475;1,149995287;1;0;1;1;1;0;1;0;1;0
TS30;15,2;15;280;7;5;Yes;1,22;1,01-1,5;0,47;0,25-0,5;0,135857444;2905;4;5;0,13;1,483;Three;3;Two;2;0;3;0;0;0;0;3;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;5;16;0;0,3304;0,2813;0,2104;0,1779;0;0;0;0;0;0;0,040579;9,48;7,62;7,6225;0,768321697;1;0;1;1;0;0;0;0;0;0
TS31;16,1;16;300;8;0;No;0,62;0,51-0,75;0,79;0,75-1,0;0,320329358;2906;6;8;0,21;1,875;Four;4;Five;5;0;4;0;0;0;0;5;2;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;18;3;11;0;0,0983;0,1212;0,3784;0,2118;0,1614;0;0;0;0,0288;0;0,046991;15,29;10,78;10,7775;0,823591741;1;0;1;1;1;0;0;0;1;0
TS32;16,2;16;300;15;3;Yes;1,04;1,01-1,5;0,19;0-0,25;0,05948431;2907;5;4;0,11;1,103;Four;4;Two;2;7;0;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;22;0;0,2653;0,2343;0,2056;0,1425;0,1523;0;0;0;0;0;0,043874;10,04;7,02;7,02;0,968897878;0;0;1;0;1;1;0;0;0;0
TS33;17,1;17;320;10;3;Yes;0,72;0,51-0,75;0,99;0,75-1,0;0,372507004;2908;5;8;0,21;1,968;Four;4;Six;6;1;4;4;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;19;6;15;0;0,1762;0,1794;0,1895;0,3218;0,1331;0;0;0;0;0;0,046013;10,66;7,15;7,15;1,047200687;1;0;1;1;1;1;0;0;0;0
TS34;17,2;17;320;11;9;Yes;0,56;0,51-0,75;0,75;0,51-0,75;0,319987303;2909;5;11;0,29;1,602;Four;4;Six;6;5;1;1;0;0;2;28;2;0;1;0;0;0;1;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;52;7;40;0;0,0891;0,2271;0,2578;0,426;0;0;0;0;0;0;0,045947;7,97;4,29;4,285;1,14625406;1;0;1;1;1;1;1;0;1;1
TS35;18,1;18;340;9;3;Yes;0,66;0,51-0,75;0,91;0,75-1,0;0,357630805;2910;6;8;0,21;1,878;Four;4;Eleven;11;0;0;0;0;0;3;6;4;0;2;1;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;31;3;13;0;0,1544;0,0894;0,0967;0,1491;0;0;0,4959;0;0;0,0145;0,020498;12,92;11,04;11,04;0,772285047;1;0;1;0;1;0;1;0;1;0
TS36;18,2;18;340;12;6;Yes;0,62;0,51-0,75;0,88;0,75-1,0;0,356822576;2911;6;9;0,24;1,716;Four;4;Six;6;0;1;0;0;0;3;12;2;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;28;6;20;0;0,1623;0,1942;0,2865;0,3056;0,0514;0;0;0;0;0;0,045326;9,5;5,51;5,585;1,086127828;1;1;1;1;1;0;1;0;0;1
TS37;19,1;19;360;11;0;No;0,5;0-0,5;0,3;0,25-0,5;0,135457092;2912;2;3;0,08;1,011;Four;4;Two;2;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;6;0;0,9514;0;0;0;0;0;0,0486;0;0;0;0,028542;0;0;0;0;0;0;1;0;0;1;0;1;0;0
TS38;19,2;19;360;9;0;No;0,36;0-0,5;0,38;0,25-0,5;0,202207771;2913;6;7;0,18;1,82;Four;4;Two;2;0;0;1;0;0;1;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;12;3;4;0;0,6937;0,119;0,063;0,0981;0;0;0;0,0117;0;0,0145;0,033626;8,84;7,16;7,155;0,818567504;0;1;0;0;0;0;1;0;1;0
TS39;20,1;20;380;5;0;No;1,1;1,01-1,5;0,61;0,51-0,75;0,185694478;2914;5;12;0,32;2,22;Four;4;Six;6;1;0;0;0;0;0;8;1;0;0;0;2;0;0;2;0;0;0;0;4;0;0;2;0;0;0;0;0;1;1;0;0;0;0;4;1;0;2;29;6;16;0;0,1741;0,0707;0,2384;0,5095;0;0;0;0;0;0,0073;0,045446;24;19,16;19,155;0,538397002;1;1;1;0;1;1;0;1;0;1
TS40;20,2;20;380;12;0;No;0,72;0,51-0,75;0,19;0-0,25;0,071491243;2915;6;5;0,13;1,494;Four;4;Six;6;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;8;2;4;0;0,1279;0,0903;0,1527;0,5035;0,1138;0;0;0;0,0119;0;0,047087;18,59;12,44;12,44;0,833024147;0;0;1;1;0;0;0;0;1;0
TS41;21,1;21;400;14;1;Yes;0,86;0,76-1,0;0,58;0,51-0,75;0,199684458;2916;6;3;0,08;1,04;Five;5;Six;6;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0,2271;0,1498;0,111;0,3726;0,1396;0;0;0;0;0;0,045361;8,52;5,01;5,005;1,254732147;0;1;0;0;1;1;0;0;0;0
TS42;21,2;21;400;9;0;No;0,94;0,76-1,0;0,73;0,51-0,75;0,240394446;2917;4;9;0,24;2,003;Five;5;Six;6;2;0;1;0;0;1;5;1;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;7;15;0;0,1906;0,0713;0,1646;0,5736;0;0;0;0;0;0;0,04548;21,1;13,55;13,55;0,792255639;1;1;1;0;1;1;1;0;0;0
TS43;22,1;22;420;8;1;Yes;0,68;0,51-0,75;0,69;0,51-0,75;0,267153046;2918;4;6;0,16;1,583;Five;5;Six;6;0;1;0;0;0;2;8;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;20;5;18;0;0,1255;0,1974;0,1992;0,4778;0;0;0;0;0;0;0,045511;9,74;6,09;6,0975;1,061161648;1;0;1;1;1;0;1;0;0;0
TS44;22,2;22;420;10;1;Yes;0,52;0,51-0,75;0,69;0,51-0,75;0,305501196;2919;5;7;0,18;1,735;Five;5;Six;6;2;0;1;0;0;1;5;7;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6;22;0;0,1218;0,1398;0,195;0,5434;0;0;0;0;0;0;0,046166;12,51;7,88;7,875;1,002987508;1;0;1;0;0;1;1;0;0;1
TS45;23,1;23;440;9;0;No;0,44;0-0,5;0,81;0,75-1,0;0,389873913;2920;6;5;0,13;1,359;Five;5;Six;6;0;2;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;3;8;0;0,0395;0,0501;0,0851;0,5331;0,2923;0;0;0;0;0;0,051637;23,16;12,65;12,65;0,858941372;0;0;1;1;0;0;0;1;0;1
TS46;23,2;23;440;15;0;No;0,44;0-0,5;1,01;1,0-1,25;0,486139077;2921;4;14;0,37;2,271;Five;5;Six;6;4;4;1;0;0;1;23;13;0;1;0;0;0;1;4;0;0;0;0;4;0;1;0;0;0;0;0;3;0;0;0;2;0;0;0;0;1;0;63;9;51;0;0,1296;0,1414;0,3371;0,3919;0;0;0;0;0;0;0,045994;16,98;14,96;14,9625;0,655524902;1;0;1;1;1;1;1;0;1;1
TS47;24,1;24;460;7;1;Yes;0,72;0,51-0,75;0,63;0,51-0,75;0,237049912;2922;5;9;0,24;1,855;Five;5;Six;6;7;9;2;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;28;6;25;0;0,0649;0,1122;0,2193;0,5059;0,0976;0;0;0;0;0;0,048551;14,52;9,07;9,18;0,950260244;1;0;1;1;0;1;0;1;0;0
TS48;24,2;24;460;11;0;No;0,78;0,76-1,0;0,72;0,51-0,75;0,260285929;2923;5;9;0,24;1,817;Five;5;Seven;7;4;6;0;0;0;0;2;9;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26;7;24;0;0;0,0119;0,1029;0,1324;0,6998;0;0;0;0,053;0;0,054229;40,92;26,84;26,835;0,815833039;1;1;1;1;0;1;0;1;0;1
TS49;25,1;25;480;13;0;No;0,66;0,51-0,75;0,9;0,75-1,0;0,353700797;2925;5;6;0,16;1,498;Five;5;Six;6;2;0;0;0;0;0;3;8;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;17;5;16;0;0,2372;0,1166;0,1405;0,2817;0,2239;0;0;0;0;0;0,046324;14,1;8,03;8,03;0,989165473;1;0;1;0;0;1;0;0;1;0
TS50;25,2;25;480;9;0;No;0,7;0,51-0,75;0,68;0,51-0,75;0,259492846;2926;5;9;0,24;1,964;Five;5;Seven;7;4;2;1;0;0;0;9;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;28;6;21;0;0,1239;0,1109;0,1204;0,3166;0,3282;0;0;0;0;0;0,049695;13,34;7,58;7,5825;1,117492635;1;0;1;1;0;1;0;0;1;0
TS51;26,1;26;500;9;0;No;0,54;0,51-0,75;0,69;0,51-0,75;0,29979039;2927;6;6;0,16;1,705;Six;6;Eight;8;2;3;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;9;0;0,0749;0,0668;0,105;0,2788;0;0,4559;0;0;0,0185;0;0,056022;24,39;16,59;16,59;1,107244774;0;0;1;1;1;1;0;0;0;0
TS52;26,2;26;500;6;1;Yes;0,64;0,51-0,75;0,85;0,75-1,0;0,339230143;2928;5;8;0,21;1,722;Six;6;Six;6;0;1;0;0;0;1;3;0;0;1;0;8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;19;4;13;0;0;0,1351;0,2349;0,2745;0,2695;0;0;0;0,086;0;0,047044;15,07;10,17;10,1675;0,896564241;0;1;1;1;1;0;1;0;1;0
