SampleID;Transect;TransectX;x;Random;St_Larvae;YesNo;Depth;Depth_Bin;Velocity;VelocityBin;Froude;PhotoID;NCoverCL;Richness;Sper;SDI;TransectGroup;TGr;CoverCL;Cover_Class;Isonychiidae;Heptaginiidae;Perlidae;Perlodidae;Crayfish;Baetidae;Ephemerellidae;Hydropsychidae;Coenagrionidae;Gomphidae;Amphipoda;Lepidostomatidae;Thaumaleidae;Helicopsychidae;Chironomidae;Leptoceridae;Aeshnidae;Phryganeidae;Psephenidae;Elmidae;Athericidae;Philopotamidae;Brachycentridae;Caliopterygidae;Corydalidae;Diptera_sp;Glossosomatidae;Limnephilidae;Empididae;Pyralidae;Polycentropodidae;Simuliidae;Leptophlebiidae;Baetiscidae;Hydrophilidae;Annelida;Tabanidae;Odontoceridae;Ntot;EPTrichness;EPTN;SmoothBedrock;Fine;FMGravel;CoarseGravel;VeryCGravel;SmallCobble;LargeCobble;SAV;WoodDebris;InterSpace;Mussels;SubInd;Avg_Rock_Size;Med_Rock_Size;med_RS;Coeff_Var;Hyd;Lep;Eph;Hep;Elm;Iso;Bae;Bra;Gom;Chi
TS164;83,2;82;1620;6;0;No;0,76;0,76-1,0;0,44;0,25-0,5;0,161142975;3053;5;8;0,18;1,792;Seventeen;17;Two;2;0;0;0;0;0;0;6;1;0;2;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;1;19;5;13;0;0,4881;0,0016;0,0068;0;0;0;0,0327;0,4707;0;0;0,015047;8,47;5,59;5,59;0,811435759;1;1;1;0;0;0;0;0;1;0
TS165;84,1;83;1640;20;0;No;0,96;0,76-1,0;0,25;0-0,25;0,08146478;3054;2;1;0,03;0;Seventeen;17;Eleven;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0,4514;0;0;0;0;0;0,5486;0;0;0;0,013542;0;0;0;0;0;0;0;0;0;1;0;0;0;0
TS166;84,2;83;1640;5;0;No;1,02;1,01-1,5;0,13;0-0,25;0,041096872;3055;5;3;0,08;1,04;Seventeen;17;Four;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;2;3;0;0,344;0,3653;0,1554;0,0927;0;0;0;0,0426;0;0;0,037337;10,85;9,36;9,3575;0;0;1;0;0;0;0;0;0;0;0
TS167;85,1;84;1660;1;0;No;0,4;0-0,5;0,29;0,25-0,5;0,146397445;3056;7;6;0,16;1,696;Seventeen;17;Five;5;0;2;0;0;0;1;2;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;7;0;0,131;0,5008;0,2069;0,114;0;0;0;0,0157;0;0,0315;0,040007;7,31;5,98;5,98;0,735115866;1;1;1;1;0;0;1;0;1;0
TS168;85,2;84;1660;4;0;No;0,56;0,51-0,75;0,41;0,25-0,5;0,174926392;3057;6;7;0,18;1,77;Seventeen;17;Two;2;1;8;0;0;0;2;6;0;0;2;0;0;0;4;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;21;0;0,333;0,1671;0,2586;0,1922;0;0;0;0,0316;0;0,0176;0,039214;14,26;11,83;11,83;0,628506646;0;0;1;1;1;1;1;0;1;0
TS169;86,1;85;1680;6;0;No;1,12;1,01-1,5;0,63;0,51-0,75;0,190062761;3058;3;8;0,21;1,923;Seventeen;17;Two;2;0;2;1;0;0;0;2;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;3;18;5;9;0;0,6954;0,1549;0,1496;0;0;0;0;0;0;0;0,034538;10,98;10,14;10,14;0,485998328;0;0;1;1;0;0;0;0;1;0
TS170;86,2;85;1680;5;0;No;0,92;0,76-1,0;0,57;0,51-0,75;0,189734557;3059;3;6;0,16;1,594;Seventeen;17;Two;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;11;3;6;0;0,9435;0,0455;0,011;0;0;0;0;0;0;0;0,030675;6,05;5,14;5,135;0,550672652;0;0;1;0;0;0;0;0;0;1
TS171;87,1;86;1700;3;0;No;0,76;0,76-1,0;0,46;0,25-0,5;0,168467655;3060;5;6;0,16;1,748;Eighteen;18;Two;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;7;2;3;0;0,7473;0,1283;0,0916;0,0312;0;0;0;0;0;0,0016;0,033691;10,4;8,64;8,635;0,59140422;0;1;0;0;1;0;0;0;1;0
TS172;87,2;86;1700;4;0;No;0,9;0,76-1,0;0,3;0,25-0,5;0,100963755;3061;5;8;0,21;1,979;Eighteen;18;Six;6;0;0;1;0;0;0;1;0;0;1;0;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;12;5;6;0;0,1523;0,1455;0,2681;0,3628;0;0;0;0;0;0,0713;0,041934;17,44;12,75;12,75;0,720340499;0;1;1;0;1;0;0;0;1;0
TS173;88,1;87;1720;11;0;No;1,14;1,01-1,5;0,52;0,51-0,75;0,155494995;3062;5;9;0,24;1,992;Eighteen;18;Seven;7;1;6;0;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;25;6;17;0;0,2148;0,2076;0,1416;0,1973;0,2387;0;0;0;0;0;0,046015;12,7;8,72;8,715;0,924497599;1;0;1;1;1;1;1;1;0;0
TS174;88,2;87;1720;15;0;No;1,06;1,01-1,5;0,31;0,25-0,5;0,09613339;3063;5;7;0,18;1,654;Eighteen;18;Four;4;1;0;0;0;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;22;4;5;0;0,3119;0,3662;0,1103;0;0;0;0;0,2105;0;0,0012;0,02952;9,31;8,46;8,455;0,445208496;1;0;1;0;1;1;0;0;1;0
TS175;89,1;88;1740;14;0;No;0,78;0,76-1,0;0,15;0-0,25;0,054226235;3064;5;5;0,13;1,561;Eighteen;18;Two;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0,8143;0,0592;0;0;0;0;0;0,1236;0;0,0029;0,026797;4,72;7,55;4,5525;0,395499666;1;0;0;1;1;0;1;0;0;0
TS176;89,2;88;1740;17;0;No;0,46;0-0,5;0,22;0-0,25;0,103564106;3065;4;3;0,08;1,099;Eighteen;18;Four;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;0;0,2053;0,344;0,2583;0,1925;0;0;0;0;0;0;0,042459;9,95;8,01;8,005;0,752188572;0;0;1;0;1;0;0;0;0;0
TS177;90,1;89;1760;10;0;No;1,24;1,01-1,5;0,56;0,51-0,75;0,160561967;3066;3;8;0,21;1,986;Eighteen;18;Two;2;0;2;0;0;0;4;3;0;0;0;0;1;0;3;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;19;6;14;0;0,8359;0,0013;0;0;0;0;0;0,1629;0;0;0,025129;4,12;4,05;4,05;0,26133688;0;1;1;1;1;0;1;0;0;0
TS178;90,2;89;1760;15;0;No;0,94;0,76-1,0;0,48;0,25-0,5;0,158067581;3067;6;8;0,21;1,757;Eighteen;18;Four;4;1;2;0;0;0;4;3;0;0;0;0;10;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;25;6;21;0;0,2677;0,3088;0,2001;0,213;0;0;0;0;0;0,0105;0,041038;9,57;7,49;7,49;0,791745949;0;1;1;1;1;1;1;0;0;0
TS179;91,1;90;1780;11;0;No;0,98;0,76-1,0;0,54;0,51-0,75;0,174159119;3068;4;8;0,21;1,858;Eighteen;18;Five;5;0;3;0;0;0;1;7;0;0;1;0;0;0;4;0;2;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;5;17;0;0,2733;0,1769;0,2786;0,2712;0;0;0;0;0;0;0,042765;12,3;8,14;8,135;0,791307099;0;0;1;1;1;0;1;0;1;0
TS180;91,2;90;1780;12;0;No;1,14;1,01-1,5;0,52;0,51-0,75;0,155494995;3069;4;5;0,13;1,561;Eighteen;18;Two;2;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;6;3;4;0;0,3938;0,0533;0,2643;0,2886;0;0;0;0;0;0;0,041591;22,62;20,7;20,6975;0,436005405;0;0;0;1;0;0;0;0;1;0
TS181;92,1;91;1800;14;0;No;1,2;1,01-1,5;0,25;0-0,25;0,072864314;3070;4;1;0,03;0;Nineteen;19;Five;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0,2454;0,1627;0,4141;0,1778;0;0;0;0;0;0;0,043465;14,52;11,5;11,5;0,661881059;0;0;0;1;0;0;0;0;0;0
TS182;92,2;91;1800;11;0;No;1,1;1,01-1,5;0,45;0,25-0,5;0,136987729;3071;5;6;0,16;1,618;Nineteen;19;Two;2;0;5;0;0;0;0;4;0;0;0;0;0;0;3;2;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;3;12;0;0,2612;0,1991;0,1558;0,1948;0;0;0;0,1891;0;0;0,03333;13,13;11,35;11,3475;0,659595609;0;0;1;1;1;0;0;0;0;1
TS183;93,1;92;1820;20;0;No;1,38;1,01-1,5;0,24;0-0,25;0,06522847;3072;3;7;0,18;1,75;Nineteen;19;Two;2;0;4;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;18;4;12;0;0,8544;0,0041;0;0;0;0;0;0,1416;0;0;0,025796;4,49;4,03;4,03;0,442377543;1;1;1;1;1;0;0;0;0;0
TS184;93,2;92;1820;4;0;No;0,24;0-0,5;0,2;0-0,25;0,130343648;3073;4;4;0,11;1,072;Nineteen;19;Two;2;0;0;0;0;0;0;2;0;0;0;0;8;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;12;0;0,3851;0,2437;0,1643;0,207;0;0;0;0;0;0;0,039866;9,26;6,72;6,72;0,797711699;0;1;1;0;1;0;0;0;0;0
TS185;94,1;93;1840;16;0;No;1,1;1,01-1,5;0,36;0,25-0,5;0,109590184;3074;4;6;0,16;1,698;Nineteen;19;Two;2;0;0;0;0;0;2;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;13;3;6;0;0,4417;0,3302;0,1907;0,0374;0;0;0;0;0;0;0,037864;9,78;8,63;8,6325;0,577871766;0;1;0;0;0;0;1;0;1;0
TS186;94,2;93;1840;9;0;No;0,96;0,76-1,0;0,62;0,51-0,75;0,202032654;3075;2;2;0,05;0,562;Nineteen;19;Two;2;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;0;0,8659;0;0;0;0;0;0;0,1341;0;0;0,025977;0;0;0;0;0;1;1;0;0;0;0;0;0;0
TS187;95,1;94;1860;4;0;No;0,56;0,51-0,75;0,21;0-0,25;0,089596445;3076;3;9;0,24;2,098;Nineteen;19;Four;4;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;13;3;4;0;0,3195;0,4007;0,2798;0;0;0;0;0;0;0;0,039603;9,17;7,89;7,8925;0,580872287;0;1;1;0;1;0;0;0;0;1
TS188;95,2;94;1860;15;0;No;1,22;1,01-1,5;0,45;0,25-0,5;0,130076276;3077;5;12;0,32;2,142;Nineteen;19;Two;2;1;4;0;0;0;1;2;0;0;8;0;1;0;6;0;0;0;0;0;0;1;0;1;0;0;0;0;1;5;0;0;0;0;0;0;1;0;0;32;8;17;0;0,3949;0,3127;0,1819;0,0585;0;0;0;0,052;0;0;0,036375;11,89;10,79;10,7925;0,499725578;0;1;1;1;0;1;1;1;1;0
TS189;96,1;95;1880;17;0;No;1,1;1,01-1,5;0,45;0,25-0,5;0,136987729;3078;2;8;0,21;1,898;Nineteen;19;Two;2;0;2;0;0;0;1;0;0;0;0;0;5;0;3;1;2;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6;15;0;0,9455;0;0;0;0;0;0,0545;0;0;0;0,028365;0;0;0;0;0;1;0;1;1;0;1;1;0;1
TS190;96,2;95;1880;9;0;No;0,84;0,76-1,0;0,27;0,25-0,5;0,094056674;3079;4;3;0,08;1,079;Nineteen;19;Four;4;0;3;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;0;0,3522;0,5652;0,0826;0;0;0;0;0;0;0;0,037304;5,77;5,12;5,115;0,50276936;0;1;0;1;0;0;0;0;1;0
TS191;97,1;96;1900;17;0;No;1;0,76-1,0;0,46;0,25-0,5;0,146866697;3080;1;4;0,11;1,386;Twenty;20;Two;2;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;1;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;1;1;0;0;1;0;0;0
TS192;97,2;96;1900;5;0;No;0,74;0,51-0,75;0,15;0-0,25;0,055672522;3081;3;2;0,05;0,693;Twenty;20;Two;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0,9974;0,0013;0;0;0;0;0;0;0;0,0013;0,029974;3,24;3,16;3,155;0,380666392;0;0;0;0;0;0;0;0;0;0
TS193;98,1;97;1920;13;0;No;0,9;0,76-1,0;0,34;0,25-0,5;0,11442559;3082;5;4;0,11;1,386;Twenty;20;Two;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;2;0;0,9541;0,0034;0,0113;0;0;0;0,0152;0,0161;0;0;0,029324;14,94;14,94;14,94;0,592095437;0;0;0;0;1;1;1;0;0;0
TS194;98,2;97;1920;7;0;No;0,94;0,76-1,0;0,23;0-0,25;0,075740716;3083;3;5;0,13;1,609;Twenty;20;Two;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;2;2;0;0,7686;0;0;0;0;0;0,0487;0,1828;0;0;0,023058;0;0;0;0;0;1;0;0;1;0;0;0;0;1
TS195;99,1;98;1940;2;0;No;0,5;0-0,5;0,25;0-0,25;0,11288091;3084;4;5;0,13;1,609;Twenty;20;Two;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;4;0;0,8936;0,0011;0;0;0;0;0;0,1006;0;0,0046;0,026852;5,4;5,24;5,2425;0,177469347;0;0;0;1;0;1;1;1;0;1
TS196;99,2;98;1940;16;0;No;1,02;1,01-1,5;0,39;0,25-0,5;0,123290615;3085;3;12;0,32;2,048;Twenty;20;Twelve;12;2;3;0;0;0;1;13;3;0;1;0;0;0;9;1;0;0;0;0;8;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;45;7;33;0;0,3064;0,0275;0;0;0;0;0;0,6661;0;0;0,010292;6,5;5,52;5,515;0,463160812;1;0;1;1;1;1;1;0;1;1
TS197;100,1;99;1960;3;0;No;0,9;0,76-1,0;0,82;0,75-1,0;0,275967598;3086;3;5;0,13;1,468;Twenty;20;Two;2;0;3;0;0;0;1;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;11;0;0,5648;0;0;0;0;0;0,0247;0,4105;0;0;0,016944;0;0;0;0;0;0;1;1;0;0;1;1;0;0
TS198;100,2;99;1960;14;0;No;0,96;0,76-1,0;0,17;0-0,25;0,05539605;3087;4;3;0,08;0,95;Twenty;20;Two;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;2;2;0;0,9231;0,0168;0,009;0;0;0;0;0,0511;0;0;0,028815;5,1;4,31;4,305;0,60059109;0;0;0;0;0;0;1;0;0;0
TS199;101,1;100;1980;20;0;No;1,2;1,01-1,5;0,18;0-0,25;0,052462306;3088;5;4;0,11;1,127;Twenty;20;Two;2;0;0;0;0;0;0;1;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;12;0;0,8288;0,0028;0;0;0;0;0,0066;0,1618;0;0;0,024976;3,57;3,42;3,415;0,494016797;0;1;1;0;0;0;0;1;0;0
TS200;101,2;100;1980;10;0;No;0,9;0,76-1,0;0,07;0-0,25;0,02355821;3089;4;6;0,16;1,72;Twenty;20;Two;2;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;6;11;0;0,9494;0,0296;0;0;0;0;0;0,0175;0;0,0035;0,029666;7,07;6,49;6,49;0,368344668;1;1;0;0;0;0;0;1;0;0
TS201;102,1;101;2000;8;0;No;1,24;1,01-1,5;0,29;0,25-0,5;0,083148162;3090;3;5;0,13;1,561;Twenty-one;21;Two;2;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;5;6;0;0,815;0,0458;0;0;0;0;0;0,1392;0;0;0,026282;6,19;5,58;5,58;0,493629867;0;0;1;1;0;0;1;0;0;0
TS202;102,2;101;2000;12;0;No;0,92;0,76-1,0;0,52;0,51-0,75;0,173091175;3091;4;9;0,24;1,965;Twenty-one;21;Two;2;0;1;0;0;0;0;2;1;0;0;0;1;0;5;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;14;7;12;0;0,9934;0,0037;0;0;0;0;0;0,003;0;0;0,02995;3,19;3,1;3,095;0,32975466;1;1;1;1;1;0;0;0;0;0
TS203;103,1;102;2020;9;0;No;0,64;0,51-0,75;0,23;0-0,25;0,091791686;3093;6;5;0,13;1,475;Twenty-one;21;Two;2;0;0;0;0;0;3;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;4;0;0,4805;0,2736;0,1268;0,1041;0;0;0;0,0056;0;0,0094;0,036904;9,4;7,85;7,85;0,652426115;0;0;0;0;1;0;1;0;1;1
TS204;103,2;102;2020;14;0;No;1,26;1,01-1,5;0,5;0,25-0,5;0,142216579;3094;4;6;0,16;1,507;Twenty-one;21;Two;2;0;0;0;0;0;1;4;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;23;4;20;0;0,9723;0,0012;0;0;0;0;0;0,0256;0;0,001;0,029217;3,33;3,25;3,245;0,334954889;0;1;1;0;1;0;1;0;0;0
TS205;104,1;103;2040;13;0;No;1,26;1,01-1,5;0,59;0,51-0,75;0,167815563;3095;4;4;0,11;1,332;Twenty-one;21;Four;4;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;3;4;0;0,1709;0,7384;0,0906;0;0;0;0;0;0;0;0,039193;5,36;4,37;4,37;0,602070791;0;1;0;1;0;0;1;0;0;0
TS206;104,2;103;2040;5;0;No;0,5;0-0,5;0,19;0-0,25;0,085789492;3096;6;5;0,13;1,494;Twenty-one;21;Two;2;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;8;3;6;0;0,4507;0,2478;0,007;0;0;0;0;0,2933;0;0,0012;0,023783;4,79;4,52;4,52;0,434854726;0;1;0;0;0;0;0;0;0;0
TS207;105,1;104;2060;19;0;No;0,98;0,76-1,0;0,33;0,25-0,5;0,106430573;3097;6;9;0,24;1,944;Twenty-one;21;Four;4;0;2;0;0;0;3;1;1;0;0;0;7;0;0;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;22;7;16;0;0,2694;0,4145;0,1626;0,0349;0;0;0;0,1186;0;0;0,034537;7,14;6,11;6,105;0,704276475;1;1;1;1;1;0;1;1;0;0
TS208;105,2;104;2060;14;0;No;0,9;0,76-1,0;0,38;0,25-0,5;0,127887424;3098;7;6;0,16;1,54;Twenty-one;21;Twelve;12;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;4;5;0;0,3531;0,0996;0,0113;0;0;0;0,0484;0,4736;0;0,014;0,015142;4,31;3,94;3,9375;0,516575229;0;0;1;1;1;0;0;0;0;0
TS209;106,1;105;2080;5;0;No;0,68;0,51-0,75;0,4;0,25-0,5;0,154871331;3099;5;3;0,18;1,714;Twenty-one;21;Twelve;12;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;3;0;0,3609;0,0265;0;0;0;0;0,0314;0,5801;0;0,001;0,011887;5,11;5,27;5,265;0,365195628;0;1;1;0;1;0;0;0;0;0
TS210;106,2;105;2080;7;0;No;0,78;0,76-1,0;0,45;0,25-0,5;0,162678706;3100;3;7;0,08;1,04;Twenty-one;21;Two;2;0;0;0;0;0;6;1;2;0;0;0;4;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;23;4;13;0;0,7579;0;0;0;0;0;0;0,2143;0;0,0278;0,022737;0;0;0;0;1;1;1;0;1;0;1;0;0;0
TS211;107,1;106;2100;2;0;No;1,06;1,01-1,5;0,27;0,25-0,5;0,083729082;3101;4;3;0,08;1,099;Twenty-two;22;Two;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0,6618;0,3306;0,0076;0;0;0;0;0;0;0;0,033458;5,36;4,98;4,965;0,409881307;0;0;1;0;0;0;0;0;1;0
TS212;107,2;106;2100;8;0;No;1,2;1,01-1,5;0,38;0,25-0,5;0,110753758;3102;2;9;0,24;2,107;Twenty-two;22;Two;2;0;2;1;0;0;2;1;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;8;0;0,65;0,35;0;0;0;0;0;0;0;0;0,0335;7,98;7,7;7,7;0,285274269;0;1;1;1;1;0;1;1;1;0
TS213;108,1;107;2120;20;0;No;1,28;1,01-1,5;0,32;0,25-0,5;0,090304728;3103;3;8;0,21;1,972;Twenty-two;22;Two;2;0;2;0;0;0;3;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;11;5;8;0;0,618;0,3646;0,0173;0;0;0;0;0;0;0;0,033989;6,98;6,64;6,6375;0,357889883;0;1;0;1;1;0;1;0;1;0
TS214;108,2;107;2120;9;0;No;1,16;1,01-1,5;0,45;0,25-0,5;0,133397907;3104;4;6;0,16;1,696;Twenty-two;22;Two;2;0;1;0;0;0;3;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10;5;8;0;0,8999;0,0017;0;0;0;0;0,089;0;0;0,0093;0,027065;6,1;6,1;6,095;0,49190037;1;0;0;1;0;0;1;1;0;0
TS215;109,1;108;2140;8;0;No;1,04;1,01-1,5;0,29;0,25-0,5;0,090791841;3105;4;4;0,11;1,277;Twenty-two;22;Twelve;12;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;5;0;0,4165;0,0245;0;0;0;0;0;0,5535;0;0,0055;0,013475;4,71;4,21;4,2125;0,359638915;0;0;0;1;1;0;1;0;0;0
TS216;109,2;108;2140;7;0;No;1,1;1,01-1,5;0,23;0-0,25;0,070015951;3106;4;2;0,05;0,693;Twenty-two;22;Two;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0,8306;0,0082;0;0;0;0;0,1579;0;0;0,0034;0,025246;4,61;4,51;4,5075;0,340700824;0;0;1;0;0;0;1;0;0;0
TS217;110,1;109;2160;10;0;No;1,26;1,01-1,5;0,36;0,25-0,5;0,102395937;3107;6;2;0,05;0,693;Twenty-two;22;Two;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0,6462;0,2923;0,0096;0;0;0;0;0,0508;0;0,0012;0,031558;5,28;4,81;4,81;0,526658175;0;0;0;0;1;0;0;0;0;0
TS218;110,2;109;2160;4;0;No;0,92;0,76-1,0;0,47;0,25-0,5;0,156447793;3108;6;3;0,08;1,04;Twenty-two;22;Five;5;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;0;0,1321;0,1426;0,2651;0,2517;0,2086;0;0;0;0;0;0,048023;8,82;4,94;4,935;1,198214215;0;0;1;0;0;1;1;0;0;0
TS219;111,1;110;2180;6;0;No;0,98;0,76-1,0;0,46;0,25-0,5;0,148357768;3109;5;8;0,21;1,505;Twenty-two;22;Five;5;0;3;0;0;0;1;0;1;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;2;21;5;10;0;0,2098;0,4742;0,2806;0,0354;0;0;0;0;0;0;0,041062;7,23;5,86;5,845;0,704257158;1;0;0;1;0;0;1;0;1;0
TS220;111,2;110;2180;14;0;No;1,22;1,01-1,5;0,22;0-0,25;0,063592846;3110;4;8;0,21;1,433;Twenty-two;22;Two;2;3;0;0;0;0;20;0;0;0;2;0;3;0;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;4;27;0;0,7883;0,0001;0;0;0;0;0,1418;0,0698;0;0;0,023653;2,61;2,61;2,61;0;0;1;0;0;1;1;1;0;1;1
